transaction_id,from_account_id,to_account_id,amount,currency,transaction_date,transaction_time,type,status,description
T000001,A00001,A00003,250.00,USD,2023-01-05,09:15:23,Transfer,Completed,Payment for services
T000002,A00004,A00010,1500.00,USD,2023-01-05,10:32:45,Transfer,Completed,Investment transfer
T000003,A00005,A00007,750.50,USD,2023-01-06,14:22:11,Transfer,Completed,Rent payment
T000004,A00008,A00012,320.75,USD,2023-01-06,16:45:33,Transfer,Completed,Utility bill
T000005,A00009,A00015,4200.00,USD,2023-01-07,11:18:52,Transfer,Completed,Contract payment
T000006,A00011,A00019,185.30,USD,2023-01-08,13:27:14,Transfer,Completed,Grocery shopping
T000007,A00013,A00021,925.00,USD,2023-01-08,15:42:08,Transfer,Completed,Car payment
T000008,A00016,A00024,560.25,USD,2023-01-09,09:55:41,Transfer,Completed,Insurance premium
T000009,A00017,A00028,1800.00,USD,2023-01-10,12:33:19,Transfer,Completed,Tuition payment
T000010,A00020,A00032,445.80,USD,2023-01-10,14:17:55,Transfer,Completed,Medical expenses
T000011,A00022,A00026,3500.00,USD,2023-01-11,10:44:27,Transfer,Completed,Business invoice
T000012,A00023,A00029,275.60,USD,2023-01-12,11:29:38,Transfer,Completed,Restaurant bill
T000013,A00025,A00033,690.00,USD,2023-01-12,15:51:22,Transfer,Completed,Phone bill
T000014,A00027,A00035,1250.75,USD,2023-01-13,09:38:44,Transfer,Completed,Consulting fee
T000015,A00030,A00038,820.40,USD,2023-01-14,13:22:56,Transfer,Completed,Internet service
T000016,A00031,A00041,5600.00,USD,2023-01-14,16:08:33,Transfer,Completed,Property tax
T000017,A00034,A00045,340.20,USD,2023-01-15,10:15:41,Transfer,Completed,Gas bill
T000018,A00036,A00049,1750.50,USD,2023-01-16,12:44:18,Transfer,Completed,Legal fees
T000019,A00039,A00053,925.30,USD,2023-01-16,14:31:27,Transfer,Completed,Home repair
T000020,A00042,A00057,2100.00,USD,2023-01-17,09:52:35,Transfer,Completed,Quarterly tax
T000021,A00046,A00061,485.75,USD,2023-01-18,11:25:49,Transfer,Completed,Gym membership
T000022,A00047,A00063,3200.00,USD,2023-01-18,15:17:22,Transfer,Completed,Equipment purchase
T000023,A00050,A00067,670.85,USD,2023-01-19,10:33:56,Transfer,Completed,Software subscription
T000024,A00054,A00071,1450.00,USD,2023-01-20,13:48:14,Transfer,Completed,Loan repayment
T000025,A00055,A00075,890.60,USD,2023-01-20,16:22:38,Transfer,Completed,Credit card payment
T000026,A00058,A00078,2300.00,USD,2023-01-21,09:15:47,Transfer,Completed,Contract work
T000027,A00062,A00080,545.90,USD,2023-01-22,12:37:23,Transfer,Completed,Delivery service
T000028,A00065,A00084,4100.00,USD,2023-01-22,14:52:11,Transfer,Completed,Equipment lease
T000029,A00069,A00088,735.25,USD,2023-01-23,10:28:44,Transfer,Completed,Maintenance fee
T000030,A00072,A00092,1675.80,USD,2023-01-24,13:15:57,Transfer,Completed,Marketing services
T000031,A00076,A00094,920.40,USD,2023-01-24,15:43:29,Transfer,Completed,Event ticket
T000032,A00079,A00098,3850.00,USD,2023-01-25,09:31:18,Transfer,Completed,Security deposit
T000033,A00083,A00100,625.70,USD,2023-01-26,11:48:33,Transfer,Completed,Cleaning service
T000034,A00086,A00104,2200.00,USD,2023-01-26,14:25:46,Transfer,Completed,Accounting fees
T000035,A00089,A00108,1580.30,USD,2023-01-27,10:17:52,Transfer,Completed,Design work
T000036,A00093,A00110,445.65,USD,2023-01-28,12:39:24,Transfer,Completed,Printing services
T000037,A00096,A00114,3100.00,USD,2023-01-28,15:54:17,Transfer,Completed,Training program
T000038,A00099,A00118,875.90,USD,2023-01-29,09:22:38,Transfer,Completed,Travel expenses
T000039,A00102,A00122,2450.00,USD,2023-01-30,13:11:45,Transfer,Completed,Catering service
T000040,A00106,A00002,1320.50,USD,2023-01-30,16:33:21,Transfer,Completed,Refund
T000041,A00001,A00006,580.25,USD,2023-02-01,09:42:15,Transfer,Completed,Subscription renewal
T000042,A00003,A00009,1200.00,USD,2023-02-01,11:58:37,Transfer,Completed,Course enrollment
T000043,A00007,A00013,395.80,USD,2023-02-02,14:27:52,Transfer,Completed,Pet care
T000044,A00012,A00017,2700.00,USD,2023-02-03,10:35:29,Transfer,Completed,Home renovation
T000045,A00015,A00020,645.40,USD,2023-02-03,13:47:18,Transfer,Completed,Auto repair
T000046,A00019,A00025,1880.00,USD,2023-02-04,09:14:44,Transfer,Completed,Appliance purchase
T000047,A00021,A00027,520.75,USD,2023-02-05,12:28:56,Transfer,Completed,Moving expenses
T000048,A00024,A00030,3400.00,USD,2023-02-05,15:39:31,Transfer,Completed,Furniture
T000049,A00028,A00034,785.60,USD,2023-02-06,10:52:17,Transfer,Completed,Landscaping
T000050,A00029,A00036,1950.00,USD,2023-02-07,13:25:42,Transfer,Completed,Pool maintenance
T000051,A00032,A00039,430.85,USD,2023-02-07,16:18:23,Transfer,Completed,Pest control
T000052,A00035,A00042,2850.00,USD,2023-02-08,09:33:55,Transfer,Completed,HVAC repair
T000053,A00038,A00046,615.30,USD,2023-02-09,11:46:28,Transfer,Completed,Plumbing work
T000054,A00041,A00050,4200.00,USD,2023-02-09,14:59:14,Transfer,Completed,Electrical upgrade
T000055,A00045,A00054,980.70,USD,2023-02-10,10:21:39,Transfer,Completed,Painting services
T000056,A00049,A00055,1750.00,USD,2023-02-11,12:44:52,Transfer,Completed,Roofing repair
T000057,A00053,A00058,525.45,USD,2023-02-11,15:37:26,Transfer,Completed,Window cleaning
T000058,A00057,A00062,3150.00,USD,2023-02-12,09:18:33,Transfer,Completed,Deck construction
T000059,A00061,A00065,870.20,USD,2023-02-13,11:53:47,Transfer,Completed,Fence installation
T000060,A00063,A00069,2400.00,USD,2023-02-13,14:26:19,Transfer,Completed,Driveway paving
T000061,A00067,A00072,1340.80,USD,2023-02-14,10:38:54,Transfer,Completed,Garage door
T000062,A00071,A00076,695.50,USD,2023-02-15,13:12:31,Transfer,Completed,Gutter cleaning
T000063,A00075,A00079,2950.00,USD,2023-02-15,16:45:17,Transfer,Completed,Basement finishing
T000064,A00078,A00083,1580.60,USD,2023-02-16,09:27:42,Transfer,Completed,Attic insulation
T000065,A00080,A00086,745.35,USD,2023-02-17,12:09:58,Transfer,Completed,Chimney sweep
T000066,A00084,A00089,3600.00,USD,2023-02-17,15:34:23,Transfer,Completed,Kitchen remodel
T000067,A00088,A00093,920.75,USD,2023-02-18,10:48:36,Transfer,Completed,Bathroom update
T000068,A00092,A00096,2150.00,USD,2023-02-19,13:21:49,Transfer,Completed,Flooring installation
T000069,A00094,A00099,1480.90,USD,2023-02-19,16:57:12,Transfer,Completed,Tile work
T000070,A00098,A00102,635.25,USD,2023-02-20,09:35:28,Transfer,Completed,Countertop replacement
T000071,A00100,A00106,2800.00,USD,2023-02-21,12:18:44,Transfer,Completed,Cabinet installation
T000072,A00104,A00001,550.80,USD,2023-02-21,15:42:56,Transfer,Completed,Light fixture
T000073,A00108,A00005,1920.00,USD,2023-02-22,10:13:37,Transfer,Completed,Smart home system
T000074,A00110,A00008,875.45,USD,2023-02-23,13:36:51,Transfer,Completed,Security system
T000075,A00114,A00011,3250.00,USD,2023-02-23,16:29:14,Transfer,Completed,Home theater
T000076,A00118,A00016,1680.70,USD,2023-02-24,09:44:29,Transfer,Completed,Audio equipment
T000077,A00122,A00023,940.35,USD,2023-02-25,12:57:42,Transfer,Completed,Video equipment
T000078,A00002,A00031,2500.00,USD,2023-02-25,15:11:58,Transfer,Completed,Computer system
T000079,A00006,A00037,1275.60,USD,2023-02-26,10:33:21,Transfer,Completed,Office furniture
T000080,A00009,A00040,595.80,USD,2023-02-27,13:48:35,Transfer,Completed,Office supplies
T000081,A00013,A00044,3800.00,USD,2023-02-27,16:22:47,Transfer,Completed,Server equipment
T000082,A00017,A00047,1850.25,USD,2023-02-28,09:15:13,Transfer,Completed,Network upgrade
T000083,A00020,A00051,725.90,USD,2023-03-01,11:39:28,Transfer,Completed,Phone system
T000084,A00025,A00056,2650.00,USD,2023-03-01,14:53:44,Transfer,Completed,Conference room
T000085,A00027,A00059,1120.40,USD,2023-03-02,10:26:57,Transfer,Completed,Reception desk
T000086,A00030,A00064,445.75,USD,2023-03-03,13:18:31,Transfer,Completed,Break room supplies
T000087,A00033,A00068,3150.00,USD,2023-03-03,16:41:26,Transfer,Completed,Warehouse shelving
T000088,A00036,A00073,980.60,USD,2023-03-04,09:52:38,Transfer,Completed,Loading dock equipment
T000089,A00039,A00077,2320.00,USD,2023-03-05,12:24:51,Transfer,Completed,Forklift rental
T000090,A00042,A00081,1560.85,USD,2023-03-05,15:37:14,Transfer,Completed,Pallet jacks
T000091,A00046,A00085,870.20,USD,2023-03-06,10:19:27,Transfer,Completed,Safety equipment
T000092,A00050,A00087,2900.00,USD,2023-03-07,13:42:53,Transfer,Completed,Industrial lighting
T000093,A00054,A00090,1385.50,USD,2023-03-07,16:56:19,Transfer,Completed,HVAC commercial
T000094,A00055,A00095,645.75,USD,2023-03-08,09:28:42,Transfer,Completed,Fire suppression
T000095,A00058,A00097,3400.00,USD,2023-03-09,12:11:58,Transfer,Completed,Security cameras
T000096,A00062,A00101,1750.30,USD,2023-03-09,15:34:22,Transfer,Completed,Access control
T000097,A00065,A00105,920.65,USD,2023-03-10,10:47:36,Transfer,Completed,Parking equipment
T000098,A00069,A00107,2580.00,USD,2023-03-11,13:29:49,Transfer,Completed,Signage
T000099,A00072,A00109,1420.90,USD,2023-03-11,16:13:24,Transfer,Completed,Display systems
T000100,A00076,A00113,785.40,USD,2023-03-12,09:36:51,Transfer,Completed,Point of sale
T000101,A00079,A00115,3100.00,USD,2023-03-13,12:58:17,Transfer,Completed,Inventory system
T000102,A00083,A00119,1650.75,USD,2023-03-13,15:21:43,Transfer,Completed,Barcode scanners
T000103,A00086,A00120,895.30,USD,2023-03-14,10:44:29,Transfer,Completed,Price tags
T000104,A00089,A00003,2750.00,USD,2023-03-15,13:17:54,Transfer,Completed,Marketing materials
T000105,A00093,A00007,1580.60,USD,2023-03-15,16:49:28,Transfer,Completed,Promotional items
T000106,A00096,A00012,720.85,USD,2023-03-16,09:22:37,Transfer,Completed,Business cards
T000107,A00099,A00018,3450.00,USD,2023-03-17,12:45:52,Transfer,Completed,Brochure printing
T000108,A00102,A00022,1870.20,USD,2023-03-17,15:38:16,Transfer,Completed,Banner design
T000109,A00106,A00026,945.50,USD,2023-03-18,10:51:33,Transfer,Completed,Trade show booth
T000110,A00001,A00014,2600.00,USD,2023-03-19,13:24:47,Transfer,Completed,Website design
T000111,A00004,A00048,1435.75,USD,2023-03-19,16:57:21,Transfer,Completed,SEO services
T000112,A00010,A00052,810.40,USD,2023-03-20,09:19:38,Transfer,Completed,Social media ads
T000113,A00014,A00060,3250.00,USD,2023-03-21,12:32:54,Transfer,Completed,Video production
T000114,A00018,A00066,1725.90,USD,2023-03-21,15:46:17,Transfer,Completed,Photography
T000115,A00022,A00070,965.25,USD,2023-03-22,10:28:42,Transfer,Completed,Graphic design
T000116,A00026,A00074,2850.00,USD,2023-03-23,13:51:58,Transfer,Completed,Copywriting
T000117,A00031,A00082,1590.60,USD,2023-03-23,16:24:33,Transfer,Completed,Email campaign
T000118,A00037,A00091,735.80,USD,2023-03-24,09:47:49,Transfer,Completed,Newsletter design
T000119,A00040,A00103,3550.00,USD,2023-03-25,12:19:24,Transfer,Completed,App development
T000120,A00044,A00111,1820.45,USD,2023-03-25,15:42:51,Transfer,Completed,Database setup
T000121,A00047,A00112,920.70,USD,2023-03-26,10:35:27,Transfer,Completed,API integration
T000122,A00051,A00116,2700.00,USD,2023-03-27,13:58:43,Transfer,Completed,Cloud migration
T000123,A00056,A00117,1485.35,USD,2023-03-27,16:31:18,Transfer,Completed,Data backup

